candidate_id,full_name,age,gender,experience_years,education_level,major,skills,salary_expectation_usd,preferred_location,job_type_preference,current_employment_status,english_level,availability,portfolio_url,linkedin_url
135,Bui Thu G 135,44,Female,4,High School,Computer Science,Flask|Git|HTML/CSS|React,3343,Hanoi,Full-time,Freelancer,Native,Immediate,,https://linkedin.com/in/candidate135
136,Le Minh C 136,42,Other,19,Bachelor,Data Science,Flask|Angular|Scrum|Communication|Project Management|Agile,4926,Flexible,Internship,Unemployed,Basic,2 weeks,https://portfolio136.com,https://linkedin.com/in/candidate136
137,Dang Thanh E 137,44,Female,16,Associate,Marketing,Problem Solving|Agile|AWS|Team Leadership|React|Azure|Machine Learning,2641,Hanoi,Internship,Freelancer,Basic,1 month,,https://linkedin.com/in/candidate137
138,Pham Duc H 138,40,Female,9,Bachelor,Electrical Engineering,C++|Java|Communication,1521,Ho Chi Minh City,Internship,Unemployed,Intermediate,2 weeks,https://portfolio138.com,https://linkedin.com/in/candidate138
139,Huynh Thi B 139,33,Female,4,High School,Marketing,Django|C++|AWS|Project Management|Flask|Communication|Angular,2201,Remote,Contract,Employed,Advanced,2 months,,https://linkedin.com/in/candidate139
140,Pham Hoang D 140,39,Male,3,Master,Mathematics,Data Analysis|JavaScript|Team Leadership,1245,Remote,Full-time,Freelancer,Advanced,Immediate,https://portfolio140.com,https://linkedin.com/in/candidate140
141,Huynh Quang F 141,27,Male,5,Master,Mechanical Engineering,Machine Learning|HTML/CSS|AWS|Communication|Team Leadership|Azure,3591,Da Nang,Internship,Unemployed,Native,2 months,https://portfolio141.com,https://linkedin.com/in/candidate141
142,Nguyen Duc H 142,39,Male,3,High School,Mechanical Engineering,Angular|Problem Solving|C++|Node.js|SQL,4567,Flexible,Internship,Employed,Native,2 weeks,https://portfolio142.com,https://linkedin.com/in/candidate142
143,Huynh Minh C 143,40,Other,6,Associate,Information Technology,Django|Spring|Azure|Machine Learning,3351,Ho Chi Minh City,Contract,Employed,Native,Immediate,https://portfolio143.com,https://linkedin.com/in/candidate143
144,Bui Thi B 144,43,Other,6,Master,English Literature,JavaScript|Team Leadership|Docker|Angular|Azure|AWS,2767,Hanoi,Part-time,Freelancer,Native,2 months,https://portfolio144.com,https://linkedin.com/in/candidate144
145,Dang Linh J 145,26,Male,17,PhD,Computer Science,Node.js|Python|C++,4688,Da Nang,Internship,Unemployed,Basic,Immediate,https://portfolio145.com,https://linkedin.com/in/candidate145
146,Le Thanh E 146,45,Other,2,Master,Information Technology,Project Management|AWS|Docker|Data Analysis|Agile|Scrum,3531,Ho Chi Minh City,Full-time,Employed,Basic,2 weeks,https://portfolio146.com,https://linkedin.com/in/candidate146
147,Huynh Linh J 147,30,Female,0,PhD,Business Administration,Communication|Git|Java|AWS|React,3429,Ho Chi Minh City,Full-time,Freelancer,Advanced,2 months,https://portfolio147.com,https://linkedin.com/in/candidate147
148,Huynh Hoang D 148,48,Female,3,High School,Data Science,Communication|Agile|Git|HTML/CSS|Machine Learning|Node.js|Python,2764,Hanoi,Full-time,Employed,Basic,2 weeks,https://portfolio148.com,https://linkedin.com/in/candidate148
149,Le Hoang D 149,24,Female,5,High School,Data Science,Node.js|Project Management|Scrum|HTML/CSS,1857,Hanoi,Full-time,Student,Advanced,2 months,https://portfolio149.com,https://linkedin.com/in/candidate149
150,Nguyen Hoang D 150,49,Male,8,Master,Mechanical Engineering,Angular|Scrum|SQL,1557,Remote,Contract,Freelancer,Advanced,1 month,https://portfolio150.com,https://linkedin.com/in/candidate150
151,Nguyen Van A 151,31,Other,13,Bachelor,Economics,Angular|Data Analysis|C++|Flask|Machine Learning|Node.js|Team Leadership,2595,Flexible,Internship,Employed,Advanced,1 month,,https://linkedin.com/in/candidate151
152,Do Quang F 152,40,Male,11,PhD,Electrical Engineering,Angular|Spring|C++|Python|JavaScript|Scrum|Agile,2443,Da Nang,Contract,Freelancer,Advanced,1 month,https://portfolio152.com,https://linkedin.com/in/candidate152
153,Hoang Hoang D 153,24,Other,19,Associate,Marketing,Spring|Data Analysis|Machine Learning|Team Leadership|Node.js|Angular|Azure,823,Flexible,Full-time,Freelancer,Intermediate,1 month,https://portfolio153.com,https://linkedin.com/in/candidate153
154,Le Van A 154,43,Female,3,Master,Computer Science,Agile|Team Leadership|Git|Azure|Data Analysis,2039,Da Nang,Full-time,Unemployed,Advanced,1 month,https://portfolio154.com,https://linkedin.com/in/candidate154
155,Huynh Thi B 155,36,Male,11,Associate,Information Technology,Git|Docker|Agile,4950,Ho Chi Minh City,Full-time,Unemployed,Basic,2 weeks,https://portfolio155.com,https://linkedin.com/in/candidate155
156,Dang Linh J 156,22,Other,9,Master,Marketing,Problem Solving|Agile|Django|Spring,3897,Hanoi,Contract,Employed,Basic,1 month,,https://linkedin.com/in/candidate156
157,Hoang Thu G 157,28,Other,6,Bachelor,Economics,Scrum|Java|Flask|AWS,2104,Hanoi,Full-time,Freelancer,Basic,2 weeks,https://portfolio157.com,https://linkedin.com/in/candidate157
158,Do Thi B 158,33,Female,2,Bachelor,Information Technology,AWS|Machine Learning|Problem Solving|Team Leadership|HTML/CSS|Spring|Python,3342,Ho Chi Minh City,Internship,Freelancer,Basic,1 month,https://portfolio158.com,https://linkedin.com/in/candidate158
159,Dang Thi B 159,38,Male,13,Bachelor,English Literature,Machine Learning|Git|Team Leadership|Flask|Project Management|Communication|Scrum,4512,Ho Chi Minh City,Full-time,Student,Intermediate,Immediate,https://portfolio159.com,https://linkedin.com/in/candidate159
160,Pham Van A 160,42,Male,9,Bachelor,Business Administration,SQL|AWS|React,4755,Da Nang,Internship,Freelancer,Native,1 month,,https://linkedin.com/in/candidate160
161,Hoang Mai I 161,47,Male,15,High School,Business Administration,AWS|Communication|Python|HTML/CSS,2105,Ho Chi Minh City,Internship,Unemployed,Native,Immediate,https://portfolio161.com,https://linkedin.com/in/candidate161
162,Nguyen Mai I 162,45,Female,15,High School,Marketing,Scrum|Flask|Docker,3974,Da Nang,Full-time,Freelancer,Advanced,2 weeks,https://portfolio162.com,https://linkedin.com/in/candidate162
163,Dang Quang F 163,41,Male,9,PhD,Marketing,Angular|Python|React|JavaScript|Agile,4428,Flexible,Contract,Unemployed,Advanced,1 month,,https://linkedin.com/in/candidate163
164,Vo Minh C 164,26,Female,12,Associate,Marketing,Agile|Spring|HTML/CSS|Angular|Problem Solving|Machine Learning|Docker,1581,Hanoi,Part-time,Student,Basic,2 months,,https://linkedin.com/in/candidate164
165,Nguyen Thanh E 165,25,Female,5,Master,Information Technology,Azure|AWS|Git|Angular|HTML/CSS,1366,Hanoi,Part-time,Employed,Basic,2 weeks,https://portfolio165.com,https://linkedin.com/in/candidate165
166,Tran Thanh E 166,49,Female,11,Master,English Literature,Python|Scrum|Angular,4932,Hanoi,Internship,Unemployed,Native,1 month,,https://linkedin.com/in/candidate166
167,Dang Mai I 167,33,Other,8,High School,Software Engineering,Project Management|React|Flask,1438,Flexible,Contract,Employed,Native,2 weeks,https://portfolio167.com,https://linkedin.com/in/candidate167
168,Tran Minh C 168,41,Male,12,Master,Marketing,Project Management|Python|SQL|Django,4500,Flexible,Part-time,Employed,Basic,2 months,,https://linkedin.com/in/candidate168
169,Le Van A 169,49,Male,3,High School,Electrical Engineering,Project Management|AWS|Python|Docker|C++|Agile|Team Leadership,4967,Remote,Full-time,Employed,Advanced,1 month,https://portfolio169.com,https://linkedin.com/in/candidate169
170,Dang Quang F 170,45,Female,10,PhD,Mathematics,Node.js|AWS|Machine Learning|Project Management|JavaScript|Docker,3199,Da Nang,Full-time,Employed,Intermediate,2 months,https://portfolio170.com,https://linkedin.com/in/candidate170
171,Dang Mai I 171,39,Female,19,Associate,Economics,Team Leadership|HTML/CSS|Docker|Communication|C++|Java|Agile,3470,Da Nang,Internship,Unemployed,Intermediate,1 month,https://portfolio171.com,https://linkedin.com/in/candidate171
172,Hoang Minh C 172,38,Male,17,PhD,Mathematics,JavaScript|Data Analysis|C++|Node.js|HTML/CSS|Angular,1972,Remote,Contract,Student,Native,Immediate,https://portfolio172.com,https://linkedin.com/in/candidate172
173,Hoang Thanh E 173,40,Female,10,Bachelor,Computer Science,AWS|Docker|C++|SQL,2520,Hanoi,Contract,Freelancer,Native,2 weeks,https://portfolio173.com,https://linkedin.com/in/candidate173
174,Hoang Minh C 174,30,Male,3,Bachelor,Computer Science,C++|React|Data Analysis|SQL,904,Da Nang,Part-time,Unemployed,Native,2 months,https://portfolio174.com,https://linkedin.com/in/candidate174
175,Do Hoang D 175,25,Other,17,Bachelor,Economics,Communication|Django|Angular,2482,Da Nang,Part-time,Student,Intermediate,2 weeks,,https://linkedin.com/in/candidate175
176,Bui Linh J 176,47,Female,0,PhD,Information Technology,AWS|C++|Git|Spring|SQL|Communication|Data Analysis,2649,Hanoi,Full-time,Freelancer,Intermediate,2 months,https://portfolio176.com,https://linkedin.com/in/candidate176
177,Bui Thi B 177,42,Male,6,Master,Economics,Git|Spring|Scrum,1662,Ho Chi Minh City,Internship,Employed,Basic,2 weeks,,https://linkedin.com/in/candidate177
178,Dang Duc H 178,23,Female,5,Associate,Mathematics,Team Leadership|HTML/CSS|Django|Agile,4245,Ho Chi Minh City,Contract,Freelancer,Advanced,2 weeks,https://portfolio178.com,https://linkedin.com/in/candidate178
179,Vo Duc H 179,25,Male,14,Bachelor,Mathematics,Communication|Data Analysis|Spring|C++|Angular,3365,Remote,Part-time,Freelancer,Native,2 weeks,,https://linkedin.com/in/candidate179
180,Le Quang F 180,23,Male,17,Bachelor,Marketing,Node.js|Communication|Docker|Git|Django,1098,Flexible,Part-time,Student,Basic,Immediate,https://portfolio180.com,https://linkedin.com/in/candidate180
181,Nguyen Thu G 181,36,Female,10,Bachelor,Mechanical Engineering,JavaScript|HTML/CSS|Git|Azure|Problem Solving|SQL,3708,Da Nang,Internship,Freelancer,Intermediate,1 month,https://portfolio181.com,https://linkedin.com/in/candidate181
182,Nguyen Mai I 182,23,Other,19,Associate,Data Science,Flask|Django|Docker|Angular,4937,Da Nang,Internship,Employed,Basic,Immediate,,https://linkedin.com/in/candidate182
183,Nguyen Van A 183,25,Male,14,Bachelor,Software Engineering,Docker|Communication|Django|Project Management|C++|Java|SQL,1570,Remote,Full-time,Unemployed,Intermediate,2 weeks,,https://linkedin.com/in/candidate183
184,Vo Thi B 184,27,Male,15,Associate,Mathematics,Scrum|Django|HTML/CSS|Node.js|Machine Learning|Docker|Project Management,3339,Remote,Internship,Unemployed,Advanced,2 months,https://portfolio184.com,https://linkedin.com/in/candidate184
185,Hoang Duc H 185,28,Male,6,Bachelor,Electrical Engineering,C++|Angular|Communication,2262,Da Nang,Full-time,Student,Intermediate,2 weeks,https://portfolio185.com,https://linkedin.com/in/candidate185
186,Dang Minh C 186,31,Other,9,PhD,Economics,Java|Python|React,4654,Hanoi,Full-time,Employed,Basic,1 month,https://portfolio186.com,https://linkedin.com/in/candidate186
187,Vo Minh C 187,40,Other,11,PhD,English Literature,HTML/CSS|Python|JavaScript|Problem Solving|Docker,3918,Hanoi,Internship,Employed,Advanced,Immediate,https://portfolio187.com,https://linkedin.com/in/candidate187
188,Huynh Quang F 188,40,Female,13,Associate,Mechanical Engineering,Azure|AWS|Python|Machine Learning,2932,Flexible,Internship,Freelancer,Intermediate,1 month,,https://linkedin.com/in/candidate188
189,Le Thu G 189,47,Other,4,PhD,Mathematics,React|Agile|Scrum|Python,2509,Da Nang,Internship,Student,Native,2 months,https://portfolio189.com,https://linkedin.com/in/candidate189
190,Le Duc H 190,43,Female,17,Associate,Economics,Scrum|SQL|Django,1790,Da Nang,Internship,Employed,Intermediate,1 month,,https://linkedin.com/in/candidate190
191,Do Hoang D 191,33,Female,4,PhD,Business Administration,C++|Team Leadership|Docker|Django,1510,Da Nang,Internship,Employed,Advanced,Immediate,https://portfolio191.com,https://linkedin.com/in/candidate191
192,Nguyen Hoang D 192,24,Other,2,PhD,Mechanical Engineering,JavaScript|Project Management|HTML/CSS|Agile|Spring|Team Leadership,838,Da Nang,Full-time,Employed,Basic,2 months,https://portfolio192.com,https://linkedin.com/in/candidate192
193,Vo Hoang D 193,34,Female,4,Associate,Information Technology,Team Leadership|Python|Machine Learning|Flask|Project Management|Angular,2075,Remote,Part-time,Unemployed,Advanced,1 month,https://portfolio193.com,https://linkedin.com/in/candidate193
194,Huynh Mai I 194,39,Other,16,Master,Software Engineering,SQL|Python|Spring|HTML/CSS|Azure|Agile|Angular,2236,Ho Chi Minh City,Contract,Unemployed,Basic,Immediate,https://portfolio194.com,https://linkedin.com/in/candidate194
195,Nguyen Thanh E 195,29,Female,18,PhD,Finance,Docker|React|Git|Scrum|Machine Learning|Problem Solving,3793,Da Nang,Contract,Unemployed,Intermediate,Immediate,,https://linkedin.com/in/candidate195
196,Vo Van A 196,42,Other,18,Bachelor,Finance,Communication|Node.js|React|Azure|Data Analysis|Git|Team Leadership,2269,Ho Chi Minh City,Full-time,Freelancer,Intermediate,2 weeks,https://portfolio196.com,https://linkedin.com/in/candidate196
197,Pham Quang F 197,36,Other,11,Master,Marketing,Flask|C++|Team Leadership|Scrum,2899,Hanoi,Full-time,Freelancer,Advanced,1 month,https://portfolio197.com,https://linkedin.com/in/candidate197
198,Tran Linh J 198,22,Female,8,Associate,Marketing,React|Angular|C++|Problem Solving|Azure|JavaScript,1173,Flexible,Part-time,Freelancer,Native,2 months,,https://linkedin.com/in/candidate198
199,Hoang Linh J 199,24,Male,0,Master,Information Technology,Team Leadership|Azure|Git,4825,Hanoi,Internship,Employed,Intermediate,2 weeks,,https://linkedin.com/in/candidate199
200,Nguyen Quang F 200,47,Female,17,High School,English Literature,Django|Node.js|Git,1913,Da Nang,Full-time,Unemployed,Native,1 month,https://portfolio200.com,https://linkedin.com/in/candidate200
201,Huynh Hoang D 201,29,Other,3,High School,Marketing,HTML/CSS|React|JavaScript|Scrum,3526,Hanoi,Contract,Employed,Native,1 month,https://portfolio201.com,https://linkedin.com/in/candidate201
202,Dang Hoang D 202,25,Male,9,PhD,Data Science,Java|C++|Python|Git|Communication,3198,Remote,Internship,Employed,Advanced,2 months,https://portfolio202.com,https://linkedin.com/in/candidate202
203,Dang Duc H 203,37,Female,6,PhD,Mathematics,Machine Learning|C++|Node.js|Java,4034,Ho Chi Minh City,Full-time,Student,Intermediate,2 weeks,https://portfolio203.com,https://linkedin.com/in/candidate203
204,Hoang Hoang D 204,44,Female,0,Bachelor,Software Engineering,Project Management|Agile|SQL|JavaScript|Git,2065,Da Nang,Internship,Employed,Native,2 weeks,,https://linkedin.com/in/candidate204
205,Tran Minh C 205,31,Female,16,Master,Economics,Python|AWS|Data Analysis,3923,Remote,Contract,Freelancer,Intermediate,2 months,https://portfolio205.com,https://linkedin.com/in/candidate205
206,Le Hoang D 206,33,Male,1,High School,Information Technology,Team Leadership|Git|Project Management|Scrum|C++|Azure|JavaScript,1453,Ho Chi Minh City,Internship,Unemployed,Basic,2 weeks,https://portfolio206.com,https://linkedin.com/in/candidate206
207,Pham Linh J 207,35,Other,10,PhD,Computer Science,Azure|Angular|SQL|Python|Team Leadership|Java,4958,Remote,Full-time,Unemployed,Native,Immediate,,https://linkedin.com/in/candidate207
208,Hoang Hoang D 208,35,Female,8,Master,Economics,Communication|Scrum|Docker|Spring|Node.js|Data Analysis,1308,Hanoi,Full-time,Employed,Advanced,2 months,https://portfolio208.com,https://linkedin.com/in/candidate208
209,Do Duc H 209,23,Female,6,PhD,Economics,Project Management|HTML/CSS|Docker|Java|Data Analysis|SQL,3139,Da Nang,Contract,Freelancer,Advanced,1 month,,https://linkedin.com/in/candidate209
210,Huynh Quang F 210,44,Female,16,PhD,Business Administration,Django|HTML/CSS|JavaScript,3962,Hanoi,Part-time,Freelancer,Native,2 months,,https://linkedin.com/in/candidate210
211,Dang Thu G 211,26,Female,16,High School,Information Technology,Data Analysis|Project Management|Spring|Django|Azure|Scrum|Angular,2487,Flexible,Part-time,Freelancer,Intermediate,Immediate,,https://linkedin.com/in/candidate211
212,Do Linh J 212,26,Female,1,High School,Information Technology,Docker|Data Analysis|Node.js,2188,Da Nang,Internship,Unemployed,Basic,2 months,https://portfolio212.com,https://linkedin.com/in/candidate212
213,Dang Thi B 213,27,Other,5,PhD,Finance,JavaScript|Agile|Spring|Data Analysis|Angular|Python,2997,Hanoi,Full-time,Freelancer,Basic,1 month,https://portfolio213.com,https://linkedin.com/in/candidate213
214,Bui Van A 214,34,Other,13,Associate,Electrical Engineering,Spring|C++|HTML/CSS|Docker|Communication|Azure,4711,Da Nang,Full-time,Freelancer,Advanced,1 month,https://portfolio214.com,https://linkedin.com/in/candidate214
215,Dang Hoang D 215,30,Female,5,PhD,English Literature,Project Management|Data Analysis|Node.js|Machine Learning|SQL|Python,3728,Ho Chi Minh City,Contract,Employed,Advanced,2 months,https://portfolio215.com,https://linkedin.com/in/candidate215
216,Pham Thanh E 216,43,Male,1,PhD,Electrical Engineering,SQL|Machine Learning|React|AWS,1315,Da Nang,Contract,Student,Intermediate,2 months,https://portfolio216.com,https://linkedin.com/in/candidate216
217,Dang Thanh E 217,49,Other,0,Bachelor,Data Science,Agile|AWS|Project Management|Team Leadership|C++|SQL,4458,Da Nang,Full-time,Freelancer,Advanced,Immediate,https://portfolio217.com,https://linkedin.com/in/candidate217
218,Dang Linh J 218,36,Male,9,Bachelor,Computer Science,AWS|Git|Spring,2633,Ho Chi Minh City,Contract,Employed,Intermediate,Immediate,https://portfolio218.com,https://linkedin.com/in/candidate218
219,Nguyen Linh J 219,35,Other,4,Bachelor,Economics,Communication|JavaScript|Node.js|Project Management|Django|Java,829,Hanoi,Part-time,Employed,Native,1 month,https://portfolio219.com,https://linkedin.com/in/candidate219
220,Bui Quang F 220,45,Female,1,Associate,Finance,Node.js|Data Analysis|Angular,4014,Da Nang,Part-time,Freelancer,Basic,2 weeks,https://portfolio220.com,https://linkedin.com/in/candidate220
221,Le Duc H 221,28,Other,15,Associate,Computer Science,SQL|Project Management|Django|React|Git|JavaScript,1125,Remote,Internship,Student,Native,2 weeks,,https://linkedin.com/in/candidate221
222,Bui Quang F 222,46,Female,1,PhD,Economics,Data Analysis|Machine Learning|Problem Solving|Docker|Project Management|Node.js|Spring,4566,Da Nang,Contract,Unemployed,Advanced,2 weeks,https://portfolio222.com,https://linkedin.com/in/candidate222
223,Vo Van A 223,41,Other,9,Bachelor,Data Science,Angular|HTML/CSS|C++|Azure|Communication|Agile|Data Analysis,4911,Hanoi,Internship,Student,Basic,2 weeks,https://portfolio223.com,https://linkedin.com/in/candidate223
224,Hoang Thanh E 224,23,Female,1,Associate,Electrical Engineering,Git|JavaScript|Angular|Problem Solving|Data Analysis|Spring,910,Ho Chi Minh City,Contract,Freelancer,Basic,1 month,https://portfolio224.com,https://linkedin.com/in/candidate224
225,Do Hoang D 225,28,Female,15,High School,Information Technology,AWS|Spring|Scrum|JavaScript|Data Analysis|Azure,906,Hanoi,Contract,Student,Native,2 weeks,,https://linkedin.com/in/candidate225
226,Huynh Thu G 226,27,Female,15,PhD,Marketing,Node.js|Communication|Angular|C++|JavaScript|HTML/CSS,3226,Flexible,Part-time,Employed,Intermediate,2 weeks,,https://linkedin.com/in/candidate226
227,Bui Van A 227,38,Female,18,Master,Marketing,Git|Team Leadership|JavaScript|Docker|AWS,3331,Da Nang,Full-time,Employed,Basic,2 months,https://portfolio227.com,https://linkedin.com/in/candidate227
228,Huynh Thu G 228,48,Male,6,PhD,Mathematics,Azure|Machine Learning|JavaScript|React|Node.js|Docker,3944,Da Nang,Contract,Student,Intermediate,2 weeks,,https://linkedin.com/in/candidate228
229,Le Duc H 229,46,Female,11,Master,Mechanical Engineering,Python|Azure|Spring|Team Leadership|Machine Learning,1598,Ho Chi Minh City,Contract,Unemployed,Native,2 months,,https://linkedin.com/in/candidate229
230,Hoang Mai I 230,46,Male,14,Bachelor,Business Administration,Spring|Data Analysis|Machine Learning,3237,Da Nang,Contract,Student,Native,1 month,https://portfolio230.com,https://linkedin.com/in/candidate230
231,Hoang Mai I 231,49,Male,7,Master,English Literature,Flask|AWS|Data Analysis,2811,Remote,Full-time,Freelancer,Intermediate,2 months,https://portfolio231.com,https://linkedin.com/in/candidate231
232,Do Hoang D 232,23,Female,5,Bachelor,Data Science,Scrum|Project Management|Git|SQL|Angular,1225,Remote,Internship,Unemployed,Native,Immediate,https://portfolio232.com,https://linkedin.com/in/candidate232
233,Bui Thanh E 233,24,Male,9,High School,Business Administration,Team Leadership|Java|Azure,3844,Hanoi,Internship,Student,Basic,2 months,https://portfolio233.com,https://linkedin.com/in/candidate233
234,Do Mai I 234,26,Other,2,Master,Mathematics,Agile|SQL|Angular|Python|Problem Solving|JavaScript,4088,Ho Chi Minh City,Contract,Student,Native,2 weeks,,https://linkedin.com/in/candidate234
235,Le Hoang D 235,26,Female,18,PhD,Mathematics,HTML/CSS|SQL|Azure|Docker,3714,Flexible,Contract,Unemployed,Native,2 months,https://portfolio235.com,https://linkedin.com/in/candidate235
236,Bui Linh J 236,22,Male,16,Bachelor,English Literature,Team Leadership|SQL|Azure|JavaScript|Django,2039,Hanoi,Internship,Student,Basic,2 months,,https://linkedin.com/in/candidate236
237,Huynh Thi B 237,29,Female,6,PhD,Economics,Project Management|Flask|JavaScript,4191,Ho Chi Minh City,Internship,Freelancer,Intermediate,1 month,https://portfolio237.com,https://linkedin.com/in/candidate237
238,Vo Thi B 238,33,Female,19,Associate,Business Administration,Java|Scrum|AWS|Angular|Spring,4797,Ho Chi Minh City,Part-time,Employed,Native,1 month,https://portfolio238.com,https://linkedin.com/in/candidate238
239,Tran Van A 239,45,Female,3,Bachelor,Electrical Engineering,Team Leadership|Scrum|Project Management|HTML/CSS|Machine Learning|Python|C++,3806,Hanoi,Contract,Freelancer,Intermediate,2 weeks,https://portfolio239.com,https://linkedin.com/in/candidate239
240,Le Quang F 240,25,Male,13,Master,English Literature,React|Java|Problem Solving|Communication|SQL,3839,Hanoi,Internship,Student,Basic,Immediate,https://portfolio240.com,https://linkedin.com/in/candidate240
241,Dang Mai I 241,34,Other,19,Bachelor,Mathematics,Agile|Java|React|Django,1398,Da Nang,Part-time,Employed,Intermediate,Immediate,https://portfolio241.com,https://linkedin.com/in/candidate241
242,Vo Hoang D 242,44,Other,14,PhD,Electrical Engineering,SQL|Git|C++|HTML/CSS,2887,Flexible,Full-time,Unemployed,Intermediate,2 months,,https://linkedin.com/in/candidate242
243,Huynh Thanh E 243,36,Male,7,High School,Information Technology,Azure|Flask|Spring|Project Management|HTML/CSS|Node.js,1984,Remote,Contract,Freelancer,Advanced,Immediate,https://portfolio243.com,https://linkedin.com/in/candidate243
244,Dang Van A 244,32,Female,14,Bachelor,Finance,Flask|JavaScript|Agile,3550,Da Nang,Internship,Unemployed,Advanced,1 month,https://portfolio244.com,https://linkedin.com/in/candidate244
245,Nguyen Quang F 245,31,Male,19,Master,Electrical Engineering,Docker|Team Leadership|Python|AWS|Data Analysis|Java|Azure,3384,Ho Chi Minh City,Contract,Employed,Native,2 weeks,https://portfolio245.com,https://linkedin.com/in/candidate245
246,Do Thi B 246,24,Male,13,Associate,Economics,Git|Data Analysis|C++,4313,Flexible,Part-time,Student,Advanced,2 weeks,https://portfolio246.com,https://linkedin.com/in/candidate246
247,Hoang Van A 247,43,Male,8,High School,Marketing,React|Docker|Problem Solving|Angular|Spring|Communication,4854,Flexible,Internship,Employed,Advanced,1 month,https://portfolio247.com,https://linkedin.com/in/candidate247
248,Vo Van A 248,35,Female,7,Associate,Business Administration,React|Communication|Scrum|JavaScript|Azure,4736,Hanoi,Full-time,Employed,Advanced,2 weeks,https://portfolio248.com,https://linkedin.com/in/candidate248
249,Pham Mai I 249,37,Male,16,Bachelor,Economics,AWS|Git|Django|Spring,2499,Flexible,Full-time,Unemployed,Intermediate,2 months,,https://linkedin.com/in/candidate249
250,Nguyen Hoang D 250,31,Female,1,PhD,Mechanical Engineering,Django|Project Management|Spring|Python,3375,Flexible,Part-time,Freelancer,Intermediate,2 weeks,https://portfolio250.com,https://linkedin.com/in/candidate250
251,Huynh Quang F 251,31,Male,2,PhD,Software Engineering,Problem Solving|Git|HTML/CSS|SQL|JavaScript,935,Ho Chi Minh City,Full-time,Employed,Advanced,Immediate,,https://linkedin.com/in/candidate251
252,Dang Van A 252,33,Other,7,Master,Mathematics,AWS|Spring|Node.js|Agile,2825,Da Nang,Full-time,Student,Basic,2 weeks,https://portfolio252.com,https://linkedin.com/in/candidate252
253,Vo Van A 253,30,Male,11,PhD,English Literature,Data Analysis|Problem Solving|Scrum|Azure|Java,4335,Flexible,Full-time,Employed,Advanced,2 weeks,https://portfolio253.com,https://linkedin.com/in/candidate253
254,Vo Minh C 254,22,Male,0,High School,Data Science,AWS|Node.js|Angular|Agile,3690,Hanoi,Full-time,Unemployed,Basic,1 month,https://portfolio254.com,https://linkedin.com/in/candidate254
255,Dang Minh C 255,26,Other,9,PhD,Mechanical Engineering,Docker|AWS|Java,3557,Da Nang,Full-time,Freelancer,Intermediate,1 month,https://portfolio255.com,https://linkedin.com/in/candidate255
256,Nguyen Duc H 256,41,Female,19,Master,Marketing,Project Management|React|Team Leadership,4573,Hanoi,Full-time,Student,Basic,Immediate,,https://linkedin.com/in/candidate256
257,Le Thi B 257,29,Female,2,Bachelor,Electrical Engineering,Problem Solving|Java|HTML/CSS|Team Leadership,1180,Flexible,Full-time,Unemployed,Intermediate,1 month,https://portfolio257.com,https://linkedin.com/in/candidate257
258,Nguyen Minh C 258,32,Male,5,Bachelor,Finance,React|Project Management|Angular|AWS|Java|Django,2328,Da Nang,Internship,Employed,Basic,Immediate,https://portfolio258.com,https://linkedin.com/in/candidate258
259,Tran Thi B 259,33,Other,6,PhD,Economics,React|AWS|Docker,4428,Flexible,Full-time,Employed,Intermediate,2 months,https://portfolio259.com,https://linkedin.com/in/candidate259
260,Huynh Van A 260,22,Female,19,Associate,Information Technology,Communication|Data Analysis|Django|C++|SQL,1648,Ho Chi Minh City,Internship,Freelancer,Intermediate,Immediate,,https://linkedin.com/in/candidate260
261,Tran Quang F 261,46,Male,17,Bachelor,Software Engineering,Data Analysis|Azure|Project Management|Django|Machine Learning|Angular,4927,Da Nang,Contract,Unemployed,Advanced,2 weeks,https://portfolio261.com,https://linkedin.com/in/candidate261
262,Le Hoang D 262,43,Other,10,PhD,Computer Science,Agile|Data Analysis|Project Management,2727,Hanoi,Part-time,Unemployed,Native,Immediate,https://portfolio262.com,https://linkedin.com/in/candidate262
263,Nguyen Duc H 263,41,Female,18,Master,Mechanical Engineering,Java|React|C++|HTML/CSS|Machine Learning|Angular,2965,Ho Chi Minh City,Full-time,Freelancer,Native,2 months,,https://linkedin.com/in/candidate263
264,Vo Thu G 264,49,Female,4,PhD,Finance,Angular|Spring|Project Management|Docker,2921,Remote,Part-time,Student,Intermediate,2 weeks,https://portfolio264.com,https://linkedin.com/in/candidate264
265,Le Linh J 265,46,Other,18,Bachelor,Computer Science,Angular|Java|C++|SQL|Team Leadership|Django,3718,Hanoi,Full-time,Unemployed,Advanced,Immediate,,https://linkedin.com/in/candidate265
266,Do Minh C 266,32,Other,10,Master,Software Engineering,React|Angular|Problem Solving,1272,Flexible,Internship,Freelancer,Native,1 month,https://portfolio266.com,https://linkedin.com/in/candidate266
267,Tran Van A 267,26,Other,11,PhD,Data Science,Agile|Git|Flask|HTML/CSS|Django|Node.js|Data Analysis,2587,Hanoi,Full-time,Unemployed,Native,1 month,,https://linkedin.com/in/candidate267
268,Vo Thu G 268,36,Other,9,High School,Data Science,C++|Project Management|HTML/CSS|Scrum|SQL|Docker,913,Remote,Contract,Freelancer,Advanced,1 month,https://portfolio268.com,https://linkedin.com/in/candidate268
